,ROI,Networks,t-value mean
158,7Networks_RH_Limbic_OFC_1,LIM,0.920309683674127
159,7Networks_RH_Limbic_OFC_2,LIM,0.6257131246784143
160,7Networks_RH_Limbic_OFC_3,LIM,0.8824654477937703
161,7Networks_RH_Limbic_TempPole_1,LIM,-0.3521240303351213
162,7Networks_RH_Limbic_TempPole_2,LIM,1.6005509926037746
163,7Networks_RH_Limbic_TempPole_3,LIM,0.69051181314853
164,7Networks_RH_Cont_Par_1,FPN,1.2911800828731175
165,7Networks_RH_Cont_Par_2,FPN,0.8503163859631528
166,7Networks_RH_Cont_Par_3,FPN,0.6440652612234142
167,7Networks_RH_Cont_Temp_1,FPN,0.892572015103604
168,7Networks_RH_Cont_PFCv_1,FPN,0.864654707696615
169,7Networks_RH_Cont_PFCl_1,FPN,0.8825400466935827
170,7Networks_RH_Cont_PFCl_2,FPN,1.4450245427987016
171,7Networks_RH_Cont_PFCl_3,FPN,0.6454884708868291
172,7Networks_RH_Cont_PFCl_4,FPN,1.1714219866500497
173,7Networks_RH_Cont_PFCl_5,FPN,0.683860021641825
174,7Networks_RH_Cont_PFCl_6,FPN,1.2266774959010591
175,7Networks_RH_Cont_PFCl_7,FPN,0.995997664276062
176,7Networks_RH_Cont_pCun_1,FPN,0.49058765850289743
177,7Networks_RH_Cont_Cing_1,FPN,0.16204559696370271
178,7Networks_RH_Cont_Cing_2,FPN,0.3164423153644902
179,7Networks_RH_Cont_PFCmp_1,FPN,0.4561282760460437
180,7Networks_RH_Cont_PFCmp_2,FPN,1.3666994506896233
181,7Networks_RH_Default_Par_1,DMN,0.48320158039237
182,7Networks_RH_Default_Par_2,DMN,1.1991007505884974
183,7Networks_RH_Default_Par_3,DMN,0.6882908139906675
184,7Networks_RH_Default_Temp_1,DMN,0.31111622005949835
185,7Networks_RH_Default_Temp_2,DMN,0.24880403783981986
186,7Networks_RH_Default_Temp_3,DMN,-0.12927556363621087
187,7Networks_RH_Default_Temp_4,DMN,0.9723519115145127
188,7Networks_RH_Default_Temp_5,DMN,0.7654232202841789
189,7Networks_RH_Default_PFCv_1,DMN,1.5040903685377236
190,7Networks_RH_Default_PFCdPFCm_1,DMN,0.6476351186929289
191,7Networks_RH_Default_PFCdPFCm_2,DMN,1.5681561735024276
192,7Networks_RH_Default_PFCdPFCm_3,DMN,0.30889285882998635
193,7Networks_RH_Default_PFCdPFCm_4,DMN,1.1923130540879412
194,7Networks_RH_Default_PFCdPFCm_5,DMN,1.0084359498503501
195,7Networks_RH_Default_PFCdPFCm_6,DMN,0.5103790402722514
196,7Networks_RH_Default_PFCdPFCm_7,DMN,0.763151900241406
197,7Networks_RH_Default_pCunPCC_1,DMN,1.4180845310267616
198,7Networks_RH_Default_pCunPCC_2,DMN,1.0490557498019388
199,7Networks_RH_Default_pCunPCC_3,DMN,0.8683318312714913
200,Subcortical_1,SUB,1.6646856475063505
201,Subcortical_2,SUB,0.6868152348698636
202,Subcortical_3,SUB,0.4421500697750606
203,Subcortical_4,SUB,0.40734929017390653
204,Subcortical_5,SUB,2.3538868993463904
205,Subcortical_6,SUB,2.1458421198528894
206,Subcortical_7,SUB,-0.02900243057741827
207,Subcortical_8,SUB,0.9443129355047077
208,Subcortical_9,SUB,1.1304883085445947
209,Subcortical_10,SUB,2.014915906851376
210,Subcortical_11,SUB,0.4127432412654983
211,Subcortical_12,SUB,-1.9246389014659013
212,Subcortical_13,SUB,-0.00410855929845627
213,Subcortical_14,SUB,0.8464184556870258
214,Subcortical_15,SUB,1.6414580992324106
215,Subcortical_16,SUB,0.25291812902926203
216,Subcortical_17,SUB,0.5541916914090416
217,Subcortical_18,SUB,-0.2611655937041702
218,Subcortical_19,SUB,-0.4913163705372269
219,Subcortical_20,SUB,0.8169580278763193
220,Subcortical_21,SUB,-0.42574845257318017
221,Subcortical_22,SUB,1.2746535259282963
222,Subcortical_23,SUB,-0.695461578253771
223,Subcortical_24,SUB,-0.7072170203774577
224,Subcortical_25,SUB,2.357792043191604
225,Subcortical_26,SUB,1.6471695964161113
226,Subcortical_27,SUB,-0.5733425336005806
227,Subcortical_28,SUB,0.39146228103383623
228,Subcortical_29,SUB,0.948771262160629
229,Subcortical_30,SUB,0.7035353522500839
230,Subcortical_31,SUB,1.9286790207276725
231,Subcortical_32,SUB,0.47488149337870783
