,ROI,Networks,t-value mean
121,7Networks_RH_SomMot_7,SOM,-1.2470669226104065
122,7Networks_RH_SomMot_8,SOM,-1.1096875915162367
123,7Networks_RH_SomMot_9,SOM,0.16003160893351379
124,7Networks_RH_SomMot_10,SOM,-0.048835964550748914
125,7Networks_RH_SomMot_11,SOM,-0.6272367896837572
126,7Networks_RH_SomMot_12,SOM,0.0351469459730869
127,7Networks_RH_SomMot_13,SOM,-0.11748314853678729
128,7Networks_RH_SomMot_14,SOM,0.45600369368644916
129,7Networks_RH_SomMot_15,SOM,-0.31921203320989894
130,7Networks_RH_SomMot_16,SOM,-0.6640077847907491
131,7Networks_RH_SomMot_17,SOM,-0.7190129437725813
132,7Networks_RH_SomMot_18,SOM,-0.7858567046002908
133,7Networks_RH_SomMot_19,SOM,-1.0928723444845279
134,7Networks_RH_DorsAttn_Post_1,DAN,-0.3333018965367644
135,7Networks_RH_DorsAttn_Post_2,DAN,-1.0515360509519522
136,7Networks_RH_DorsAttn_Post_3,DAN,-0.6812774827111304
137,7Networks_RH_DorsAttn_Post_4,DAN,-0.4326776433188484
138,7Networks_RH_DorsAttn_Post_5,DAN,0.5112674133627869
139,7Networks_RH_DorsAttn_Post_6,DAN,-0.42436867373805565
140,7Networks_RH_DorsAttn_Post_7,DAN,-0.3194451406488904
141,7Networks_RH_DorsAttn_Post_8,DAN,-0.24568745575732334
142,7Networks_RH_DorsAttn_Post_9,DAN,-0.5327888492261296
143,7Networks_RH_DorsAttn_Post_10,DAN,-0.3967066031851406
144,7Networks_RH_DorsAttn_FEF_1,DAN,-0.15164848232493414
145,7Networks_RH_DorsAttn_FEF_2,DAN,0.12512438221587519
146,7Networks_RH_DorsAttn_PrCv_1,DAN,-0.7006572025800983
147,7Networks_RH_SalVentAttn_TempOccPar_1,SAL,0.1825901519830901
148,7Networks_RH_SalVentAttn_TempOccPar_2,SAL,-0.0025326477791783454
149,7Networks_RH_SalVentAttn_TempOccPar_3,SAL,-0.07212695613543922
150,7Networks_RH_SalVentAttn_PrC_1,SAL,-0.561188701156389
151,7Networks_RH_SalVentAttn_FrOperIns_1,SAL,-0.7922391841938933
152,7Networks_RH_SalVentAttn_FrOperIns_2,SAL,0.08026865059657017
153,7Networks_RH_SalVentAttn_FrOperIns_3,SAL,-0.5203129881960591
154,7Networks_RH_SalVentAttn_FrOperIns_4,SAL,-0.3145870793485651
155,7Networks_RH_SalVentAttn_Med_1,SAL,-0.30112027602179436
156,7Networks_RH_SalVentAttn_Med_2,SAL,-0.582312502863582
157,7Networks_RH_SalVentAttn_Med_3,SAL,-0.03874242873197532
158,7Networks_RH_Limbic_OFC_1,LIM,-0.49550925090580245
159,7Networks_RH_Limbic_OFC_2,LIM,-0.18115612075144724
160,7Networks_RH_Limbic_OFC_3,LIM,-0.054392849748425516
161,7Networks_RH_Limbic_TempPole_1,LIM,-1.8754062242344347
162,7Networks_RH_Limbic_TempPole_2,LIM,0.3083919290815409
163,7Networks_RH_Limbic_TempPole_3,LIM,-2.619111306373011
164,7Networks_RH_Cont_Par_1,FPN,-0.6698155844266139
165,7Networks_RH_Cont_Par_2,FPN,-0.6791078341430731
166,7Networks_RH_Cont_Par_3,FPN,-0.5826843709828499
167,7Networks_RH_Cont_Temp_1,FPN,-0.43740384085856643
168,7Networks_RH_Cont_PFCv_1,FPN,-0.3220754854193222
169,7Networks_RH_Cont_PFCl_1,FPN,-0.11380091167722724
170,7Networks_RH_Cont_PFCl_2,FPN,-0.6820100108087636
171,7Networks_RH_Cont_PFCl_3,FPN,-0.04566321798252302
172,7Networks_RH_Cont_PFCl_4,FPN,-1.0266667863169738
173,7Networks_RH_Cont_PFCl_5,FPN,-0.4267523369110538
174,7Networks_RH_Cont_PFCl_6,FPN,-0.5508123372152833
175,7Networks_RH_Cont_PFCl_7,FPN,-0.6049005960449788
176,7Networks_RH_Cont_pCun_1,FPN,-0.5129595574165345
177,7Networks_RH_Cont_Cing_1,FPN,-0.6424756483265783
178,7Networks_RH_Cont_Cing_2,FPN,-0.03110813633050407
179,7Networks_RH_Cont_PFCmp_1,FPN,-0.21764769709369047
180,7Networks_RH_Cont_PFCmp_2,FPN,0.1611235459457647
181,7Networks_RH_Default_Par_1,DMN,0.12421764189457013
182,7Networks_RH_Default_Par_2,DMN,-0.06033431623972716
183,7Networks_RH_Default_Par_3,DMN,-0.6366017218703495
184,7Networks_RH_Default_Temp_1,DMN,-0.030620817954261647
185,7Networks_RH_Default_Temp_2,DMN,-0.6375088358226624
186,7Networks_RH_Default_Temp_3,DMN,-0.5631866656710712
187,7Networks_RH_Default_Temp_4,DMN,-0.26984410853007273
188,7Networks_RH_Default_Temp_5,DMN,-0.3236699085823069
189,7Networks_RH_Default_PFCv_1,DMN,-0.029640963495680708
190,7Networks_RH_Default_PFCdPFCm_1,DMN,-0.9296728307467914
191,7Networks_RH_Default_PFCdPFCm_2,DMN,-0.2971399533895945
192,7Networks_RH_Default_PFCdPFCm_3,DMN,0.4343379230161737
193,7Networks_RH_Default_PFCdPFCm_4,DMN,0.20866197489675867
194,7Networks_RH_Default_PFCdPFCm_5,DMN,0.33086221520929854
195,7Networks_RH_Default_PFCdPFCm_6,DMN,0.25771013275227633
196,7Networks_RH_Default_PFCdPFCm_7,DMN,-0.3274464961242369
197,7Networks_RH_Default_pCunPCC_1,DMN,-0.23681891771283822
198,7Networks_RH_Default_pCunPCC_2,DMN,0.2632095840202366
199,7Networks_RH_Default_pCunPCC_3,DMN,-0.2992257601546803
200,Subcortical_1,SUB,-0.9591236260174939
201,Subcortical_2,SUB,-1.4225054062430362
202,Subcortical_3,SUB,-1.0397417242868907
203,Subcortical_4,SUB,0.13442435629796073
204,Subcortical_5,SUB,-0.41872446473205754
205,Subcortical_6,SUB,0.8004308105005356
206,Subcortical_7,SUB,1.1999815152701903
207,Subcortical_8,SUB,1.287355717163166
208,Subcortical_9,SUB,-1.4995885046897006
209,Subcortical_10,SUB,0.12050712046609624
210,Subcortical_11,SUB,-0.3590165267875852
211,Subcortical_12,SUB,-1.3836708036114462
212,Subcortical_13,SUB,0.3800192708644547
213,Subcortical_14,SUB,0.3804181810396974
214,Subcortical_15,SUB,0.8616210956695237
215,Subcortical_16,SUB,-0.5974729163874447
216,Subcortical_17,SUB,-0.7252842842330322
217,Subcortical_18,SUB,0.3167178706362084
218,Subcortical_19,SUB,-1.4225956195947338
219,Subcortical_20,SUB,-0.29840348147723283
220,Subcortical_21,SUB,-0.9432447050812581
221,Subcortical_22,SUB,0.02387148666536851
222,Subcortical_23,SUB,0.4880113689535188
223,Subcortical_24,SUB,-0.2574512028351705
224,Subcortical_25,SUB,0.6449068142482483
225,Subcortical_26,SUB,0.03369860577401032
226,Subcortical_27,SUB,-0.4796350798531151
227,Subcortical_28,SUB,0.3752560372058373
228,Subcortical_29,SUB,0.49512986273291537
229,Subcortical_30,SUB,0.9067360220609719
230,Subcortical_31,SUB,-0.20515605667656897
231,Subcortical_32,SUB,-0.44566111053135843
